id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_category
34025113,Large soho apt,28823649,Rose,Manhattan,SoHo,40.72611,-74.00337,Entire home/apt,194,1,0,,0.0,3,89,Mid-Range
20017636,"LES 1 Bedroom. Cozy, Sunny, Modular",15520689,Laura,Manhattan,Lower East Side,40.71692,-73.98321,Entire home/apt,90,26,1,2017-08-31,0.04,1,0,Mid-Range
7349064,Luxury apartment near Central Park,5042891,Alon,Manhattan,Midtown,40.76579,-73.98057,Entire home/apt,260,5,0,,0.0,1,0,Luxury
16065618,Times Sqaure Gem,87518679,Michelle,Manhattan,Hell's Kitchen,40.76009,-73.98937,Entire home/apt,280,5,1,2017-01-02,0.03,1,0,Luxury
3307936,NYC Studio Loft in Meatpacking ,7889819,Tara,Manhattan,West Village,40.73993,-74.00619,Entire home/apt,240,1,22,2015-10-24,0.37,1,0,Luxury
19556174,Open Room in Hell's Kitchen,51356852,Peter,Manhattan,Hell's Kitchen,40.763,-73.98624,Private room,300,1,0,,0.0,1,0,Luxury
16987408,"private, large, sunny, calm big room",113740169,Isa,Manhattan,Washington Heights,40.85411,-73.93167,Private room,45,30,4,2018-11-30,0.15,1,275,Budget
12249359,Cozy Apt in BEST LOCATION,61391963,Corporate Housing,Manhattan,Hell's Kitchen,40.76322,-73.99005,Entire home/apt,109,30,8,2018-12-30,0.28,91,159,Mid-Range
1961288,Gorgeous Modern Downtown Condo with Stunning Views,1321170,Dave,Manhattan,Lower East Side,40.72139,-73.99271,Entire home/apt,220,2,85,2019-06-20,1.27,1,305,Luxury
33640885,Sonder | Stock Exchange | Warm Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70579,-74.01245,Entire home/apt,203,2,1,2019-05-26,0.67,327,322,Luxury
25606022,Sophisticated and Cozy Pre-War 2 bedroom,142178595,Adelaide,Manhattan,Upper West Side,40.7982,-73.97063,Entire home/apt,150,30,0,,0.0,1,310,Mid-Range
3605654,Large 1 bedroom/bathroom w/balcony,18170442,Giuliana,Manhattan,Financial District,40.7055,-74.00866,Entire home/apt,165,1,0,,0.0,1,0,Mid-Range
21269377,"Union Square - Lux Building,  1 Bed, Living, Study",5664549,Amar,Manhattan,Greenwich Village,40.73295,-73.992,Entire home/apt,250,4,4,2019-06-23,0.3,1,43,Luxury
33428552,Suite Houston - Free Street Parking & WIFI,219738858,Joe,Manhattan,Lower East Side,40.7204,-73.98371,Entire home/apt,180,30,5,2019-05-08,1.76,5,193,Mid-Range
4808239,Loft Studio Near UN Building-30 days min stay,23982388,Jolie,Manhattan,Midtown,40.75248,-73.96695,Entire home/apt,95,30,3,2016-03-15,0.06,5,318,Mid-Range
30913411,Gorgeous and spacious 1 BR in Nomad new listing,150424721,Kris,Manhattan,Chelsea,40.74531,-73.99098,Entire home/apt,299,3,1,2019-07-01,1.0,1,155,Luxury
18448446,Super Spacious 2 bedroom apt in Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76442,-73.99458,Entire home/apt,200,30,1,2018-04-30,0.07,31,330,Luxury
18242004,Columbia university medical center 1AC line studio,106932244,Tianchen,Manhattan,Washington Heights,40.84062,-73.94125,Entire home/apt,51,1,4,2017-05-29,0.15,1,0,Budget
23084751,Cozy Entire Apt Midtown East,67375976,Mymy,Manhattan,Midtown,40.75544,-73.96901,Entire home/apt,180,4,0,,0.0,1,0,Mid-Range
18690651,Private Spacious Bedroom in Upper Manhattan,68852295,Aj,Manhattan,Harlem,40.8213,-73.95131,Private room,50,7,0,,0.0,1,0,Budget
29604741,My cozy studio,5497326,Jennifer,Manhattan,Upper West Side,40.77873,-73.97845,Entire home/apt,285,7,0,,0.0,2,79,Luxury
1871311,Times Square Modern Apartment,2808971,Frederic,Manhattan,Hell's Kitchen,40.76316,-73.99358,Entire home/apt,200,2,6,2019-06-09,0.09,1,20,Luxury
7675917,PRIVATE ROOM WITH PRIVATE BACKYARD!,40236486,Priscilla,Manhattan,Washington Heights,40.8403,-73.93833,Private room,50,1,6,2018-05-06,0.13,3,64,Budget
20008527,Large private room in Manhattan NYC,138515591,Anna Chiara,Manhattan,East Harlem,40.80305,-73.9403,Private room,51,30,2,2019-05-20,0.38,4,262,Budget
21942606,Historic Upper East Side Apartment,160109287,Elaine,Manhattan,Upper East Side,40.77154,-73.94968,Entire home/apt,200,4,1,2017-12-30,0.05,1,0,Luxury
13233856,"Cozy room, great location",22682349,Marwa,Manhattan,Upper West Side,40.79643,-73.97188,Private room,110,7,2,2017-01-01,0.06,1,0,Mid-Range
462454,Beautiful Lower East Side Apt! Women only.,2298239,Sunserae,Manhattan,Lower East Side,40.71746,-73.98782,Private room,89,5,4,2018-03-24,0.06,1,0,Mid-Range
11544577,COLUMBIA PRESBYTERIAN MED CTR *1 Bedroom* Apt,25237492,Juliana,Manhattan,Washington Heights,40.84098,-73.94085,Entire home/apt,110,30,7,2018-12-01,0.18,34,252,Mid-Range
19490255,"Beautiful One Bedroom, prime location",63954950,Sydney,Manhattan,Greenwich Village,40.7302,-74.0008,Entire home/apt,180,2,4,2017-09-13,0.16,1,0,Mid-Range
7858824,Spacious apt - GREAT location,27655084,Michelle,Manhattan,Midtown,40.75709,-73.96972,Entire home/apt,299,2,7,2016-11-27,0.15,1,0,Luxury
7358801,Luxury Hip Brand New LES ROOM w/ Terrace!,2127057,Nick And Julia,Manhattan,Lower East Side,40.72065,-73.98273,Private room,145,2,148,2019-07-03,3.16,1,134,Mid-Range
19638414,"Beautiful, Clean, Renovated, Sun-Drenched Studio",138197456,Jordan,Manhattan,Washington Heights,40.85065,-73.93356,Entire home/apt,215,3,0,,0.0,1,0,Luxury
2209460,Room in perfect Manhattan location,9538322,Beth,Manhattan,West Village,40.73747,-74.00014,Private room,110,1,136,2019-07-01,3.1,1,63,Mid-Range
10272718,Comfortable Room in 3 bedroom Apt,42278723,Ariel,Manhattan,East Harlem,40.78593,-73.94169,Private room,60,1,1,2016-01-24,0.02,1,0,Budget
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,Seith,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2019-07-05,2.92,3,257,Mid-Range
4987355,Great Spacious Appartment,23929877,Ely,Manhattan,East Harlem,40.7912,-73.94318,Entire home/apt,120,5,23,2019-06-18,1.25,1,151,Mid-Range
34504407,"Large UES studio Central Park close, 1 bk to Q sub",9910595,Deep,Manhattan,Upper East Side,40.76703,-73.95556,Entire home/apt,155,2,0,,0.0,1,113,Mid-Range
17326533,曼哈顿景色豪华公寓,54001762,Faye,Manhattan,Hell's Kitchen,40.76189,-73.99751,Private room,99,10,2,2017-06-16,0.08,1,0,Mid-Range
9078632,Private room in Manhattan,42570179,Joanne,Manhattan,Washington Heights,40.83559,-73.94552,Private room,75,2,53,2018-06-29,1.18,1,0,Budget
22455181,"Clean, cozy room in a great location!",77005581,Kate,Manhattan,East Village,40.73089,-73.98429,Private room,90,1,133,2019-07-07,7.79,1,41,Mid-Range
34978133,Spacious 1 bed in the heart of Manhattan,263533090,Vin,Manhattan,East Village,40.7266,-73.9875,Entire home/apt,175,20,2,2019-05-24,1.3,1,27,Mid-Range
2033846,"Boutique Hip Hotel Feel, WiFi, NetFlix, Private",667627,Marvin,Manhattan,Harlem,40.81728,-73.94583,Entire home/apt,95,4,72,2019-05-19,1.1,1,11,Mid-Range
22280822,"Nice Room Where Soho, Little Italy, Chinatown Meet",7475578,MaTT,Manhattan,Little Italy,40.71909,-73.99731,Private room,70,5,3,2018-07-15,0.17,2,42,Budget
34976037,Stunning Studio in Lux Building in the UWS #6115,116305897,Laura,Manhattan,Upper West Side,40.79058,-73.97246,Entire home/apt,150,30,0,,0.0,9,266,Mid-Range
13453023,"King Bed, Super Host, Near Central/Riverside Parks",17848380,Yi Qun,Manhattan,Upper West Side,40.79875,-73.97128,Private room,120,1,19,2019-05-10,0.57,3,360,Mid-Range
25278711,Stay in this cozy room in the center of NYC 21B1,190921808,John,Manhattan,Hell's Kitchen,40.75541,-73.99502,Private room,156,7,5,2019-06-06,0.4,47,318,Mid-Range
27540102,"Sun-drenched Chic SOHO ""Cabin""",206972453,Grant,Manhattan,Nolita,40.72205,-73.99699,Entire home/apt,250,4,16,2019-06-26,1.68,1,0,Luxury
23700333,Private room only 1 min from Empire state Building,18882408,Rina,Manhattan,Midtown,40.74995,-73.98602,Private room,108,3,7,2019-04-28,0.44,1,0,Mid-Range
19378517,"Bright, Spacious Room in Historical Neighborhood",34160620,Charlotte And Mary,Manhattan,Harlem,40.82186,-73.94624,Private room,80,2,2,2017-07-19,0.08,2,0,Mid-Range
4509500,Prime Chelsea~XL1Br~Terrace~Sleeps4,2119276,Host,Manhattan,Chelsea,40.73984,-74.0006,Entire home/apt,150,30,7,2019-06-14,0.15,39,339,Mid-Range
4774190,Charming East Village/Gramercy Park Studio,17921968,Danielle,Manhattan,Gramercy,40.73196,-73.9823,Entire home/apt,198,3,103,2019-06-02,1.99,1,0,Mid-Range
16275733,Private Room in Quiet UES Apartment,20362478,Gabrielle,Manhattan,Upper East Side,40.76835,-73.95837,Private room,100,1,19,2017-05-17,0.62,1,0,Mid-Range
1356710,Sunny 1 Bdrm ❤️ Private Bath ❤️ No Cleaning Fee,4783987,Kim,Manhattan,East Village,40.72758,-73.97762,Private room,199,1,141,2019-06-27,4.51,1,130,Mid-Range
24751067,"Spacious, Sunny, Exposed Brick Near Columbia Univ!",1262513,Ito,Manhattan,Washington Heights,40.85197,-73.93308,Private room,59,2,15,2019-05-20,1.06,1,98,Budget
2838061,Charming Bedroom in renovated Apart,14518375,Chriis,Manhattan,East Harlem,40.78833,-73.94888,Private room,299,1,0,,0.0,1,365,Luxury
18357865,Great 1 BR in the heart of the upper west side,3404698,Tal,Manhattan,Upper West Side,40.78693,-73.97558,Entire home/apt,150,30,1,2017-04-30,0.04,1,188,Mid-Range
11903561,Rock & Roll Living in the Heart of NYC,3937437,Lisa,Manhattan,East Village,40.72093,-73.97964,Entire home/apt,100,2,0,,0.0,1,0,Mid-Range
31391642,Spacious East Harlem Room,163510250,Munyaradzi,Manhattan,East Harlem,40.78754,-73.94186,Private room,75,1,6,2019-05-30,2.95,1,0,Budget
27303282,Spacious Bedroom with Beautiful Views,205697848,Carly,Manhattan,Hell's Kitchen,40.76435,-73.99298,Private room,85,1,8,2019-04-28,0.7,1,30,Mid-Range
13531244,East Village 1BR w/ private deck,9327286,Alexander,Manhattan,East Village,40.73004,-73.98225,Entire home/apt,150,2,0,,0.0,1,0,Mid-Range
19506194,East Village Penthouse - Master Bedroom (Loft),16866,Nicholas,Manhattan,East Village,40.72979,-73.983,Private room,149,2,9,2019-06-09,0.37,2,0,Mid-Range
27530187,Private Bed & Bath in Heart of Downtown Manhattan,16676759,Derek,Manhattan,Financial District,40.70668,-74.00727,Private room,180,3,10,2019-06-06,0.99,1,48,Mid-Range
7651459,Trendy TriBeCa SoHo Suite,39726069,James,Manhattan,Tribeca,40.7187,-74.00384,Private room,107,1,2,2015-09-30,0.04,1,0,Mid-Range
15560799,BEAUTIFUL NEW Renovated Apt!!,100197679,Grand,Manhattan,Midtown,40.74768,-73.98723,Entire home/apt,195,1,2,2018-01-15,0.06,1,351,Mid-Range
11132775,Manhattan - Washington Heights Apt,43082746,Hillary,Manhattan,Washington Heights,40.83219,-73.94334,Private room,50,1,0,,0.0,1,0,Budget
31000518,Sunny Clean Modern 2BR w/ Private Roofdeck!,16145840,Nick,Manhattan,East Harlem,40.79745,-73.93834,Entire home/apt,100,2,1,2019-01-22,0.18,2,0,Mid-Range
18120094,Clean Private Room in East Village,24594940,Manisha,Manhattan,East Village,40.72177,-73.98286,Private room,100,5,8,2019-01-03,0.3,1,128,Mid-Range
4173751,Lovely Apartment in Harlem West,9197440,Ana,Manhattan,Harlem,40.81619,-73.94003,Entire home/apt,99,3,5,2016-07-02,0.09,1,0,Mid-Range
3958460,Central Park-Lincoln Center,10194688,Mariela,Manhattan,Upper West Side,40.77323,-73.98014,Private room,100,3,172,2019-07-01,2.93,1,214,Mid-Range
36095625,Comfortable cosy room,115939890,Ant,Manhattan,Stuyvesant Town,40.73143,-73.97549,Shared room,56,1,0,,0.0,1,3,Budget
20040994,Private room in 3br apt in West Village,29750315,Myles,Manhattan,West Village,40.7331,-74.01022,Private room,108,3,3,2017-08-31,0.13,1,0,Mid-Range
36339403,Private bedroom near the water and Columbia,222549093,Anna Laura,Manhattan,Morningside Heights,40.81486,-73.95795,Private room,59,3,0,,0.0,3,5,Budget
29329429,2-story Apt in the heart of The Upper West Side!,80242144,Emily,Manhattan,Upper West Side,40.78461,-73.97801,Entire home/apt,199,1,6,2019-05-20,0.68,1,62,Mid-Range
16469710,Nantucket Lounge of Upper East Side,108078909,Andrew,Manhattan,Upper East Side,40.77174,-73.95703,Private room,113,1,7,2017-12-31,0.23,1,0,Mid-Range
35646737,"Private Cabins @ Chelsea, Manhattan",117365574,Maria,Manhattan,Chelsea,40.74946,-73.99627,Private room,85,1,1,2019-06-22,1.0,5,261,Mid-Range
22786958,"Luxurious, Modern Studio in Heart of Chelsea, NY",168353272,Maddi,Manhattan,Chelsea,40.74376,-73.99313,Entire home/apt,220,1,9,2019-06-09,1.79,1,13,Luxury
14809342,Soho/Nolita Apartment w/Rooftop Terrace,3599088,Chris,Manhattan,Nolita,40.72191,-73.99472,Entire home/apt,120,19,5,2018-03-25,0.17,2,0,Mid-Range
19314589,THE SMALL CHATEAU IN THE TREES,135272642,Stefanie Elizabeth,Manhattan,East Village,40.72408,-73.98297,Entire home/apt,165,1,202,2019-06-22,8.16,1,217,Mid-Range
36169764,Studio (200 sq ft.) near Times Square!,78501032,Eileen,Manhattan,Hell's Kitchen,40.76066,-73.99011,Entire home/apt,134,1,0,,0.0,1,0,Mid-Range
291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688,Philip,Manhattan,Upper West Side,40.77338,-73.98887,Entire home/apt,209,7,14,2019-06-25,0.16,1,205,Luxury
4695408,Spacious bedroom for Summer Months,15642271,Julissa,Manhattan,Washington Heights,40.8442,-73.93721,Private room,60,1,3,2015-07-13,0.05,1,0,Budget
4643192,Quiet 1 Bedroom near Union Square,6694436,Itai,Manhattan,Gramercy,40.73533,-73.98384,Entire home/apt,139,2,5,2016-05-10,0.11,1,0,Mid-Range
7596078,"Funky, Quiet, Safe EV Walk-Up",4582155,Aaron,Manhattan,East Village,40.72475,-73.98009,Entire home/apt,140,3,0,,0.0,1,0,Mid-Range
9998688,Large Hell's Kitchen Home,51364562,Michael,Manhattan,Hell's Kitchen,40.76019,-73.99299,Private room,105,3,4,2018-05-29,0.09,1,0,Mid-Range
31801631,Queen Master BR 5min Walk from Major Attractions 웃,238324936,Marcel,Manhattan,Hell's Kitchen,40.76315,-73.98711,Private room,150,1,4,2019-06-21,0.75,3,149,Mid-Range
10276934,位于曼哈顿岛上125街Broadway性价比超高房间短租~,52756677,Yingxiang,Manhattan,Harlem,40.81667,-73.95695,Private room,35,3,0,,0.0,1,0,Budget
4152752,Location is Everything. And Quiet Too!,21546973,Niko,Manhattan,Hell's Kitchen,40.76444,-73.98965,Private room,103,1,394,2019-06-30,6.79,1,237,Mid-Range
13432828,Elegant Large One Bed  / 1.5 Bathroom-  UWS,3469064,Amy,Manhattan,Upper West Side,40.7801,-73.97917,Entire home/apt,230,7,0,,0.0,1,0,Luxury
34285226,Central Park Strawberry Fields*2 Bed*Elevator*,258848718,Jossy,Manhattan,Upper West Side,40.77796,-73.98191,Entire home/apt,230,30,0,,0.0,1,36,Luxury
20321714,Great spacious prime studio in Midtown,115844816,Tony,Manhattan,Murray Hill,40.74819,-73.97201,Entire home/apt,200,6,2,2017-10-24,0.09,1,341,Luxury
1089619,"Bright, Huge Room in 3 Bedroom Apt.",5986790,Gen,Manhattan,Washington Heights,40.83535,-73.94334,Private room,40,7,26,2019-06-25,0.67,6,272,Budget
34640995,Far West Village loft,792823,Andrew,Manhattan,West Village,40.73437,-74.00739,Entire home/apt,175,30,0,,0.0,1,0,Mid-Range
33336699,Stunning Sunny Studio,89068125,Martin,Manhattan,East Harlem,40.79755,-73.94413,Entire home/apt,250,1,1,2019-04-30,0.43,1,0,Luxury
13540817,"East 55th Street, Luxury 1bd Serviced Apt",22541573,Ken,Manhattan,Midtown,40.7588,-73.96611,Entire home/apt,260,30,1,2018-05-25,0.07,87,341,Luxury
36438110,Location! View!  X- Large Studio w/ Washer/Dryer!,96079975,Karen,Manhattan,Upper East Side,40.78411,-73.9487,Entire home/apt,140,7,0,,0.0,1,158,Mid-Range
14655004,Inwood heights,91020843,Orquid,Manhattan,Inwood,40.86316,-73.92627,Shared room,300,1,0,,0.0,2,363,Luxury
1914381,Bedroom for one,9909455,Nicole,Manhattan,Harlem,40.82954,-73.94436,Private room,45,4,7,2019-06-23,2.26,1,32,Budget
33533601,Chic Blush Freesia,243489304,Jackie,Manhattan,Lower East Side,40.71629,-73.98862,Private room,99,4,15,2019-07-05,4.74,2,191,Mid-Range
17584136,"2fireplcs,Garden,BBQ,wshr/dryer,JacuzTub,BIG Kitch",117263759,Jill & Kerry,Manhattan,Chelsea,40.75046,-73.99854,Entire home/apt,190,1,132,2019-07-04,5.17,1,252,Mid-Range
6973286,Private bedroom w/ roofdeck NO CLEANING FEE,12374283,Ryan,Manhattan,East Village,40.72297,-73.97973,Private room,99,3,12,2019-04-29,0.26,4,0,Mid-Range
30462998,Urban Oasis Steps from Central Park,228707670,Mohan,Manhattan,Harlem,40.80466,-73.95635,Entire home/apt,112,3,14,2019-06-19,3.31,1,16,Mid-Range
25085133,The dreamed aparment- World Trade Center area,704043,Claudia,Manhattan,Financial District,40.70907,-74.01371,Private room,89,3,5,2018-09-11,0.38,1,0,Mid-Range
8381381,Studio in Manhattan,2284111,Su,Manhattan,Hell's Kitchen,40.76599,-73.98388,Entire home/apt,152,1,0,,0.0,1,0,Mid-Range
8152675,CLEAN & COZY 2 bedroom apartment,34920172,Angela,Manhattan,East Village,40.72995,-73.98135,Entire home/apt,200,1,101,2019-06-24,2.19,1,247,Luxury
20572848,"Large Clean Room, close to the A-Train",146959142,Dorian,Manhattan,Washington Heights,40.84617,-73.93781,Private room,40,3,10,2019-06-22,0.46,1,0,Budget
3721826,Amazing apartment with your old private bathroom,19011946,John,Manhattan,Upper East Side,40.77883,-73.95498,Entire home/apt,185,30,1,2014-09-15,0.02,2,365,Mid-Range
6169981,Spacious Gramercy Penthouse Studio,32011239,Mike,Manhattan,Gramercy,40.73556,-73.98679,Entire home/apt,200,2,14,2016-09-10,0.28,1,0,Luxury
26330526,"Sugar Hill  House w/ 2 bdrms,  den rm & 2 bathrms",198018391,Mich,Manhattan,Harlem,40.82235,-73.94846,Entire home/apt,250,2,27,2019-06-21,2.26,2,180,Luxury
19502079,ღღღSteps to Major Tourist Attractionsღღღ,112799848,Arthur,Manhattan,Hell's Kitchen,40.76615,-73.98829,Private room,99,1,73,2019-06-30,2.96,3,342,Mid-Range
28812604,"Street-view room near Union Square, Greenwich Vilg",4915341,Son,Manhattan,Greenwich Village,40.73596,-73.99614,Private room,120,30,3,2018-11-30,0.37,3,119,Mid-Range
9880495,NYC Midtown West Luxury 1 bedroom apartment!,30283594,Kara,Manhattan,Midtown,40.76555,-73.98224,Entire home/apt,239,30,0,,0.0,121,351,Luxury
35055437,NYC Prime Location! Beautiful Big Apartment! Enjoy,263896559,Moises,Manhattan,Harlem,40.82132,-73.95441,Private room,57,1,3,2019-07-05,3.0,3,249,Budget
23019675,Huge 1 Bedroom Apartment,30704814,Jacob,Manhattan,Inwood,40.86407,-73.92822,Entire home/apt,70,14,2,2019-05-26,0.19,1,0,Budget
4978241,CHARMING GARDEN APT IN TOWNHOUSE,271527,Richard,Manhattan,Harlem,40.81007,-73.94007,Entire home/apt,170,3,52,2019-06-24,1.0,2,316,Mid-Range
30932134,Winter wonderland in heart of Manhattan 32 & 5!,14210435,Liz,Manhattan,Midtown,40.74733,-73.98447,Private room,180,3,0,,0.0,1,179,Mid-Range
3605524,"Midtown Apt, Quiet, Walk to Subway",17958831,Tomer,Manhattan,Kips Bay,40.74173,-73.97906,Entire home/apt,120,3,116,2019-05-29,1.95,1,261,Mid-Range
16103920,The Executive Loft Manhattan,79060345,Francisco,Manhattan,Chelsea,40.73992,-74.00221,Entire home/apt,200,4,31,2019-07-01,1.31,1,291,Luxury
28182769,Nice & Cozy manhattan apartment,99149791,Prez,Manhattan,Harlem,40.80281,-73.94748,Entire home/apt,160,1,2,2018-10-28,0.22,1,10,Mid-Range
20345108,xxx,137779917,Neng,Manhattan,Morningside Heights,40.81012,-73.95825,Private room,55,1,0,,0.0,1,0,Budget
35605837,Hudson Yards 1 Bedroom (LGBT friendly),51020118,Ben,Manhattan,Hell's Kitchen,40.75351,-73.99523,Entire home/apt,175,4,0,,0.0,1,89,Mid-Range
35566070,Small One Bedroom in Manhattan,5665090,Silvia,Manhattan,Upper East Side,40.77842,-73.95026,Entire home/apt,135,3,1,2019-07-01,1.0,1,15,Mid-Range
1480002,Huge rm in 1500sq ft loft w/lots ,7919277,Daren,Manhattan,Lower East Side,40.71862,-73.99154,Private room,125,1,1,2013-09-16,0.01,1,364,Mid-Range
3881808,"Park Ave, Sunny 2beds 6 train, WiFi",18051112,Caleb,Manhattan,East Harlem,40.78697,-73.94999,Entire home/apt,129,2,12,2016-05-10,0.2,1,0,Mid-Range
33373213,Sunny Studio Great View,69095594,Emanuel,Manhattan,East Harlem,40.78593,-73.94292,Entire home/apt,139,2,3,2019-04-11,0.89,1,74,Mid-Range
2191612,Full apartment - perfect location,6959160,Craig,Manhattan,Hell's Kitchen,40.76293,-73.98981,Entire home/apt,150,5,9,2018-09-04,0.15,1,6,Mid-Range
22308102,Cozy Triplex in UES with 2 balconies near Bloomies,109270724,Juno,Manhattan,Upper East Side,40.76327,-73.96197,Entire home/apt,210,1,1,2017-12-28,0.05,1,0,Luxury
16194421,Historic Lower East Side,42734669,Rebecca,Manhattan,Chinatown,40.7155,-73.99198,Entire home/apt,120,20,4,2017-10-09,0.13,1,0,Mid-Range
34306257,Luxury 2 Bed / 2 Bath River and City View.,131647128,Emily,Manhattan,Hell's Kitchen,40.76775,-73.98869,Entire home/apt,265,30,0,,0.0,25,290,Luxury
31529989,Sunny East Village Private Room with Bath,180126576,P,Manhattan,East Village,40.72475,-73.98345,Private room,120,3,1,2019-05-12,0.52,3,0,Mid-Range
12355067,Highline view,31502455,Jonathan,Manhattan,Chelsea,40.74553,-73.99784,Private room,200,1,1,2016-05-21,0.03,1,0,Luxury
13436088,• Eye Catching Views  | Luxurious 1 Bedroom •,3191545,Kyle,Manhattan,Midtown,40.76569,-73.98281,Entire home/apt,219,30,8,2017-06-30,0.3,23,362,Luxury
34422468,Sunny West Village Artist Loft,7633037,Jesse,Manhattan,West Village,40.73731,-74.00929,Entire home/apt,140,25,0,,0.0,2,73,Mid-Range
32533738,Suite Donna Dina - free Street Parking+wifi,219738858,Joe,Manhattan,East Village,40.72956,-73.98113,Entire home/apt,161,30,18,2019-06-21,4.22,5,204,Mid-Range
9092024,Enjoy a Private Room in SoHo,47406119,Jacqueline,Manhattan,SoHo,40.72558,-74.00195,Private room,145,2,1,2015-10-27,0.02,1,0,Mid-Range
21305248,Newly Renovated 1 Bedroom Apartment Hell's Kitchen,1710317,Elgin,Manhattan,Hell's Kitchen,40.76197,-73.98961,Entire home/apt,200,1,107,2019-07-05,5.17,1,200,Luxury
1877255,"PRIVATE Room, located on Central MANHATTAN***",7748646,Denise,Manhattan,Upper East Side,40.7789,-73.95311,Private room,85,3,134,2019-06-18,1.96,1,108,Mid-Range
23652689,Harlem Hideaway,157845873,Rainier,Manhattan,Harlem,40.81798,-73.93956,Private room,115,1,53,2019-04-25,3.33,1,0,Mid-Range
30961345,2-bedroom apartment on the Upper East Side,86534046,Sierra,Manhattan,Upper East Side,40.78228,-73.94715,Entire home/apt,130,1,4,2019-02-17,0.63,1,0,Mid-Range
4994058,MyModernCrib w/ Empire State Views ,25747773,Ellen!,Manhattan,Kips Bay,40.74045,-73.98175,Private room,140,5,2,2016-05-21,0.05,1,0,Mid-Range
13079614,"West Street, Upscale Svcd 1bd Dwtn Financial Area",22541573,Ken,Manhattan,Financial District,40.70748,-74.01476,Entire home/apt,238,30,0,,0.0,87,365,Luxury
33680582,Beautiful Apt in the Heart of the Upper East Side,245174862,Alexandra,Manhattan,Upper East Side,40.78091,-73.95384,Entire home/apt,175,2,0,,0.0,1,38,Mid-Range
21024098,307 E 44th st beautiful fully furnished,53179388,Raymond,Manhattan,Midtown,40.75029,-73.97142,Entire home/apt,175,30,2,2018-09-05,0.15,10,161,Mid-Range
26158157,Sunny & Quiet 2 bedroom Apt In Greenwich Village,2697373,Anna,Manhattan,Greenwich Village,40.7298,-73.99838,Entire home/apt,289,3,6,2019-04-22,0.52,1,0,Luxury
24718788,Studio with a view,11966882,Svetlana,Manhattan,Kips Bay,40.73807,-73.98091,Entire home/apt,119,4,2,2018-09-30,0.15,1,0,Mid-Range
35132775,⚡Stylish Apt in Trendy Location!! ⭐,52071286,Sito,Manhattan,Chelsea,40.73847,-73.99835,Entire home/apt,249,2,6,2019-07-07,6.0,1,225,Luxury
23154138,Cozy and conveniently located,3202437,Rosella,Manhattan,Lower East Side,40.7216,-73.98959,Entire home/apt,130,10,4,2019-06-23,0.38,1,35,Mid-Range
23461056,Duke Ellington Studio,11262267,Fabio,Manhattan,Upper West Side,40.80309,-73.96883,Shared room,77,1,0,,0.0,1,350,Budget
13081306,Studio near Time Square,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76517,-73.99331,Entire home/apt,115,30,6,2019-06-05,0.17,31,331,Mid-Range
21213799,Nice room in Harlem,63417081,Devon,Manhattan,Harlem,40.82332,-73.94426,Private room,45,30,2,2018-12-31,0.1,8,261,Budget
20686099,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,76104209,Rated,Manhattan,Upper East Side,40.78019,-73.95857,Entire home/apt,225,30,0,,0.0,33,365,Luxury
5505726,Modern One Bed Apt Near Time Square,25602417,Jardeen,Manhattan,Hell's Kitchen,40.7624,-73.99136,Entire home/apt,250,2,64,2019-06-21,1.96,1,27,Luxury
11479334,Fantastic 1 Bdrm | Entire Apartment,24031106,James,Manhattan,Harlem,40.81086,-73.94037,Entire home/apt,76,14,2,2017-09-03,0.05,1,0,Budget
16518377,East Village 1BR Apt with all the amenities,3012457,Cody,Manhattan,East Village,40.7235,-73.97963,Entire home/apt,200,2,3,2018-07-10,0.16,1,0,Luxury
16220849,☝ Your Sweet Suite Spot ☝,69189948,Ella,Manhattan,Washington Heights,40.84862,-73.93299,Private room,75,2,45,2019-07-01,1.44,3,183,Budget
36034580,Cozy Apartment in the Historic Village of FiDi!,32990881,Alicia,Manhattan,Financial District,40.70328,-74.01099,Entire home/apt,180,2,2,2019-06-30,2.0,1,295,Mid-Range
27602495,New York Apartment,15322945,Loris,Manhattan,Inwood,40.86139,-73.92744,Private room,60,1,26,2019-05-26,2.36,1,365,Budget
31511086,Private cozy room in Manhattan,144006321,Lethy,Manhattan,Washington Heights,40.84282,-73.94133,Private room,45,1,13,2019-07-07,2.45,1,87,Budget
14507274,Large Bright East Village Flat,849356,Margo,Manhattan,East Village,40.72652,-73.97938,Entire home/apt,162,5,22,2019-07-02,0.64,1,156,Mid-Range
8390906,"Big living room, w/ 3 big bedrooms",10953390,Sam,Manhattan,East Village,40.72369,-73.98998,Entire home/apt,300,2,1,2015-09-21,0.02,1,0,Luxury
